name,address,city,state,postal_code,phone,email,website,description,latitude,longitude
Scuola dell'infanzia Rita Levi Montalcini (Statale),Via Linneo 17,Bergamo,Bergamo,24126,035312233,bgic811007@istruzione.it,https://www.icmuzio.edu.it,"Dipende da I.C. &quot;V. Muzio&quot; Via S. Pietro ai Campi, 1 - 24126 Bergamo",45.67377090000001,9.6642381
Scuola dell'infanzia Vajont (Statale),Viale San Bartolomeo,Vajont,Pordenone,33080,0427 72728,infanziamontessori.vajont@gmail.com,https://icmontereale.edu.it/infanzia-vajont,Dipende da IC “P. D. M. Turoldo” di Montereale Valcellina (PN),46.1462969,12.6973085
Scuola dell'infanzia “La Rotonda dei Bambini” (Paritaria),Via Corsica 16/1,Genova,Genova,16128,010587997,,https://www.coopsaba.it/servizio/la-rotonda-dei-bambini/,,44.3993705,8.9359618
Scuola dell'infanzia “Santa Croce” - Casa dei bambini (Paritaria) “Maria Montessori”,Via dell&#039;Asilo 1,Perugia,Perugia,06122,0755722131,info@montessorisantacroce.it,https://%20www.montessorisantacroce.it,,43.1169011,12.3993755
"Scuola dell’infanzia ""Don A. Piccinelli"" (Paritaria)",Via Don A. Piccinelli 14 - 25030,Orzivecchi,Brescia,25030,0309175269,segrteteria@casadeibambiniorzivecchi.it,,,45.4201862,9.9655089
Scuola dell’Infanzia Alice Sturiale (Statale),Via Pippo Spano 8,San Polo in Chianti,FI,50022,055855232,FIIC826001@istruzione.it,https://www.comprensivogreve.it,"Dipende da: IC Greve in Chianti<br>V.le G. Da Verrazzano, 8 – 50022, Greve in Chianti (FI)",43.671276,11.3613255
Scuola materna Achille Carsana (Paritaria),Via F.lli Valenti 1,Alzano Lombardo,BG,24022,035512022,amministrazione@scuolacarsana.it,,,45.7350147743692,9.731608587890989
"Scuola Montessori ""La casa di Irma"" (Privata)",Via industrie 4,Bedano,Canton Ticino,6930,,,https://www.irmamontessori.ch,,46.046473,8.9226096
"Scuola Primaria ""Beato Stefano Bellesini"" (Statale)",Via Stoppani 3,Trento,Trento,38121,0461823688,segr.ic.tn6@scuole.provincia.tn.it,https://www.ictrento6.it,"Dipende da: I. C. Trento 6 – Corso M. Buonarroti, 50 – 38122 Trento",46.1174495,11.1312937
"Scuola primaria ""Colonnello Lugli"" Santa Croce di Carpi - Istituto comprensivo “Carpi 2” (Statale)",Via Melvin Jones 1,Carpi,Modena,41012,059696581,moic817002@istruzione.it,https://www.iccarpi2.gov.it,,44.7725997,10.8675687
"Scuola primaria ""D. Valeri"" (Statale)",Via Montesanto 24,Padova,Padova,35142,049681211,PDIC887009@istruzione.it,,"Dipende da I.C. &quot;A.Vivaldi&quot; - Via Chieti, 3 - 35142 Padova",45.4056475,11.8532862
"Scuola primaria ""Don Sturzo"" (Statale)",Via Carnovali 73,Urgnano,Bergamo,24059,035/891154,bgic8aa007@istruzione.it,https://icurgnano.edu.it/,Dipende da: IC &quot;B. Colleoni&quot; -  Via dei Bersaglieri 68 – 24059 Urgnano (BG),45.601184,9.690916999999999
"Scuola primaria ""G. Mazzini"", dipende da IC Mazzini - Modugno (Statale)",Via Suppa 7,Bari,Bari,70122,0805211367,BAIC847001@istruzione.it,https://www.icmazzinimodugno.edu.it,,41.119084,16.8673215
"Scuola primaria ""Lidya Plastina Pizzuti"" - I.C. Via Roma - Spirito Santo (Statale)",Via Spirito Santo 1,Cosenza,Cosenza,87100,098426572,csic81200c@istruzione.it,https://www.icspiritosanto.edu.it,,39.2865517,16.2618276
"Scuola Primaria ""T. Olivelli"" (Statale)",Via M. Montessori 4,Salò ,Brescia,25087 ,036541700,bsic8ac00b@istruzione.it,https://www.icsalo.gov.it/,Dipende dall’IC di Salò,45.6027296,10.5156422
"Scuola primaria - I.C. ""Bressanone Milland"" (Statale)",Via Maria Montessori 2,Bressanone ,Bolzano,39042,0472833313,ssp.brixenmilland@schule.suedtirol.it,https://www.snets.it/ssp-brixenmilland,,46.7177048,11.6572436
Scuola primaria - plesso “Anita Garibaldi” (Statale),Via U. Bassi 30,Civitanova Marche,Macerata, 62012,0733772163 ,MCIC83600N@istruzione.it,https://www.iscviaugobassi.gov.it ,Dipende da: Istituto Comprensivo “Via U. Bassi”,43.2977234,13.7239842
Scuola primaria - plesso “Grandi” (Statale),Via  Achille Grandi 1,Tolentino,Macerata,62029,0733968969,istituto@comprensivodonbosco.it,https://www.comprensivodonbosco.it,"Dipende da: Istituto Comprensivo “Don Bosco”<br>Piazza Don Bosco, 11 - 62029 Tolentino (MC)",43.2081345,13.2752312
Scuola primaria - Plesso “RenierMichiel” (Statale),Dorsoduro 1184,Venezia,Venezia,30124,0415225157,VEIC839002@ISTRUZIONE.IT,https://www.icdantealighierivenezia.gov.it,"Dipende da I.C. Dante Alighieri, San Marco 3042 - 30124 Venezia ",45.431841910036795,12.325897098159627
Scuola primaria A. Zadra ( Statale),Largo caduti delle foibe 3,Riva del Garda,Trento,38066 ,0464552170,segr.ic.riva2@scuole.provincia.tn.it,https://www.riva2.it,"Dipende da IC Riva 2 Luigi Pizzini<br>Largo caduti delle foibe, 3 - 38066 Riva del Garda (TN)",45.8942732,10.8485932
Scuola primaria Abramo Massalongo,Via dell&#039;Artigliere 14,Verona,VR,37129,045595678,vric88900p@istruzione.it,https://www.ic18vr.edu.it/,Dipendenti da Istituto Comprensivo 18 Veronetta - Porto di Verona,45.4376369,11.0040332
Scuola Primaria Armando Scivales (Statale),Via Fulvia 55,Brindisi,BR,72100,0831212536,bric81500g@istruzione.it,https://www.iccappuccinibrindisi.edu.it,Dipende da IC Cappuccini Brindisi,40.6334613,17.930424
Scuola primaria di Gorzone - I.C. Darfo 2 (Statale),Via Pennacchio Don Giovan Maria 30 - 25047 Darfo Boario Terme (BS) ,Darfo Boario Terme,Brescia,25047 ,0364538643,primaria.gorzone@icdarfo2.it,https://www.icdarfo2.gov.it,,45.89038,10.17
Scuola primaria di Montelabbatte (Statale),Via Roma 95,Montellabbate,PU,61025,0721499971,psic84100n@istruzione.it,,,43.84727208431442,12.787899240438328
Scuola Primaria e Casa dei Bambini (Statale),Via Libertà 13,Alesso,Udine,33010,0432979411,udic84500n@istruzione.it,https://www.ictrasaghis.gov.it,Dipende da I.C. di Trasaghis ,46.316151,13.0539447
Scuola Primaria e Secondaria di 1° grado - I.C. Statale Arcadia (Statale),Via dell’Arcadia 24,Milano,Milano,20142,0288446990,MIIC8FW002@istruzione.it,https://www.arcadia.gov.it,,45.4173625,9.1722655
Scuola Primaria IC Viale Legnano (Statale),Via Legnano 6,Parabiago,MI,20015,0331551714,miic8fg00t@istruzione.it,https://www.icsvialelegnano.edu.it/,,45.5588933,8.9369663
Scuola primaria ICS Rossella Casini (Statale),Via Sassetti 1,Scandicci,Firenze,50018,0557300732,FIIC83400X@istruzione.it,https://www.icrossellacasini.edu.it,,43.73070329999999,11.1504111
Scuola primaria Istituto Comprensivo Statale VIII Elio Vittorini (Statale),Via Regia Corte 15,Siracusa,Siracusa,91100,093137085,sric829005@istruzione.it,https://www.vittorini.edu.it,,37.0816535,15.28502
Scuola Primaria Montessori Montescudo (Paritaria),Via Santa Maria del Piano di Sotto 58,Montescudo-Monte Colombo,RN,47854,0541984654,ugolinieventi@gmail.com,https://gabriellaugoliniinfanzia.it,,43.9059488,12.5365014
Scuola Primaria plesso Fratte Rosa (Statale),Via Ravignana,Fratte Rosa,Pesaro Urbino,61040,0721777526,PSIC83400E@istruzione.it,https://www.icbinottipergola.it  ,"Dipende da: Istituto Comprensivo Statale “G. Binotti” Viale Martiri della Libertà, 12 – 61045 Pergola (PU)",43.6325866,12.9024644
Scuola primaria Sorriso Montessori (paritaria),Via Prima 6,Brescia,Brescia,25132,3383491073,info@sorrisomontessori.it,,,45.5489215,10.1649955
Scuola primaria “E. De Amicis” – I.C.,Via della Conciliazione 75,Mantova,Mantova,46100,0376326496,mnic83600p@istruzione.it,https://www.icmantova3.gov.it,,45.15253149999999,10.7847858
"Scuola Secondaria di 1 grado ""M. Montessori"" (Statale)",Via Allende,Castelfidardo,Ancona,60022,0717820763,ANIC83100R@istruzione.it,https://icsoprani.gov.it/,Dipende da:  I.C. &quot;Soprani&quot;,43.4540333,13.5358028
Scuola Secondaria di 1° grado Maria Montessori (Paritaria),Via Polano 55,Tavernola,Como,22100,031511937,segreteria.medie@montessori.co.it,https://www.montessori.co.it,Associazione Scuola Montessori,45.8350107,9.064796099999999
"Servizio Educativo Domiciliare ""Le Piccole Menti"" (Privata)",Via Orsaria 16,Udine,Udine,33100,3458114591,piccolementi.udine@gmail.com,,,46.0473445,13.2588551
Sezione Montessori Primaria Scuola Lotto (Statale),Via Carino 1,Ponteranica,Bergamo,24010,035572019,BGIC87700T@istruzione.it,https:// www.icsorisole.gov.it,"Dipende da: IC &quot;A. Lanfranchi&quot; di Sorisole - Via Roccoli, 1/E- 24010 Sorisole (BG)",45.7377939,9.6675556
"Spazio Montessori, uno spazio per la famiglia",Via San Barnaba 48,Milano,Milano,20122,,segreteria@spaziomontessori.com,https://www.spaziomontessori.com,,45.4594986,9.2018608
"Trapani Primaria ""Montessori"" 3° Circolo Didattico Statale ""Umberto di Savoia""Via G. B. Fardella, 285",a G. B. Fardella 285,Trapani,Trapani,91100,0923540376 ,TPEE00300V@istruzione.it,https://www.ddumbertodisavoia.gov.it,,38.0173505,12.5365171
